8.54170e-17 	1.39271e-16 	1.74593e-16 	1.95580e-16 	2.07409e-16 	
2.08167e-17 	6.06008e-02 	1.09435e-01 	1.49417e-01 	1.77632e-01 	
9.71445e-17 	1.21242e-01 	2.19075e-01 	2.99317e-01 	3.56149e-01 	
1.94289e-16 	1.81962e-01 	3.29114e-01 	4.50157e-01 	5.36391e-01 	
6.10623e-16 	2.42789e-01 	4.39722e-01 	6.02343e-01 	7.19108e-01 	
6.10623e-16 	3.03747e-01 	5.51037e-01 	7.56211e-01 	9.04928e-01 	
1.47105e-15 	3.64847e-01 	6.63161e-01 	9.12015e-01 	1.09434e+00 	
5.27356e-16 	4.26093e-01 	7.76156e-01 	1.06992e+00 	1.28765e+00 	
1.08247e-15 	4.87480e-01 	8.90050e-01 	1.23000e+00 	1.48505e+00 	
-8.10463e-15 	5.48998e-01 	1.00484e+00 	1.39228e+00 	1.68656e+00 	
-1.75970e-14 	6.10632e-01 	1.12049e+00 	1.55668e+00 	1.89209e+00 	
-9.20930e-14 	6.72366e-01 	1.23695e+00 	1.72310e+00 	2.10148e+00 	
-3.33067e-13 	7.34183e-01 	1.35417e+00 	1.89142e+00 	2.31448e+00 	
-8.86125e-13 	7.96066e-01 	1.47207e+00 	2.06148e+00 	2.53083e+00 	
-2.92583e-12 	8.58001e-01 	1.59060e+00 	2.23312e+00 	2.75024e+00 	
-1.00257e-11 	9.19975e-01 	1.70967e+00 	2.40618e+00 	2.97241e+00 	
-4.01706e-12 	9.81976e-01 	1.82924e+00 	2.58052e+00 	3.19708e+00 	
-1.02290e-10 	1.04399e+00 	1.94923e+00 	2.75598e+00 	3.42399e+00 	
7.33741e-10 	1.10579e+00 	2.06917e+00 	2.93184e+00 	3.65303e+00 	
4.40373e-09 	1.15374e+00 	2.16341e+00 	3.07153e+00 	3.83873e+00 	
9.61474e-09 	5.75006e-01 	1.07982e+00 	1.53528e+00 	1.92435e+00 	
-4.09679e-09 	-1.09086e+00 	-2.04735e+00 	-2.90927e+00 	-3.64202e+00 	
-5.39692e-10 	-1.13521e+00 	-2.12649e+00 	-3.01615e+00 	-3.76351e+00 	
-3.17110e-10 	-1.07498e+00 	-2.00932e+00 	-2.84403e+00 	-3.53822e+00 	
-7.76390e-11 	-1.01298e+00 	-1.88918e+00 	-2.66812e+00 	-3.31027e+00 	
-1.11624e-11 	-9.50973e-01 	-1.76940e+00 	-2.49320e+00 	-3.08445e+00 	
