3	208.96081729254456
5	330.79031409570416
7	445.7028239159668
9	547.6973077380585
11	634.5242391974039
13	706.0937779671594
15	763.6009261602414
17	808.885535404366
19	843.9864093944336
21	870.8632328822306
23	891.2509510041489
25	906.6067930969895
27	918.1108204054153
29	926.6947853034502
31	933.0806806765993
33	937.8208642447855
35	941.3334312404239
37	943.9331323273376
39	945.8556694679208
41	947.2762709828615
43	948.3256094496877
45	949.1003746913104
47	949.6722277563844
49	950.0942371171574
51	950.4055344747209
53	950.6354060157885
55	950.8047594508907
57	950.9299168036945
59	951.0221549338496
61	951.0901806646132
63	951.1402265017797
65	951.1773751699844
67	951.2046918944293
69	951.2247757577354
71	951.2395679632053
73	951.2505338451948
75	951.2587171639674
77	951.2646768181845
79	951.2690426909388
81	951.2722887859145
83	951.2746907313085
85	951.2763636768843
