-5.241316e-16	-5.263720e-16	-5.282681e-16	-5.298989e-16	-5.313269e-16	-5.326018e-16	-5.337633e-16	-5.348427e-16	-5.358654e-16	-5.368516e-16	-5.378173e-16	-5.387754e-16	-5.397363e-16	-5.407081e-16	-5.416972e-16	-5.427087e-16	-5.437464e-16	-5.448131e-16	-5.459111e-16	-5.470417e-16	-5.482058e-16	-5.494038e-16	-5.506356e-16	-5.519008e-16	-5.531987e-16	-5.545283e-16	-5.558882e-16	-5.572769e-16	-5.586925e-16	-5.601329e-16	-5.615958e-16	-5.630782e-16	-5.645773e-16	-5.660896e-16	-5.676111e-16	-5.691374e-16	-5.706634e-16	-5.721835e-16	-5.736909e-16	-5.751778e-16	-5.766352e-16	-5.780523e-16	-5.794165e-16	-5.807122e-16	-5.819210e-16	-5.830201e-16	-5.839816e-16	-5.847711e-16	-5.853451e-16	-5.856494e-16	-5.856151e-16	-5.851547e-16	-5.841562e-16	
-1.023495e-02	-1.017160e-02	-1.004299e-02	-9.853166e-03	-9.605853e-03	-9.304488e-03	-8.952226e-03	-8.551961e-03	-8.106337e-03	-7.617765e-03	-7.088436e-03	-6.520327e-03	-5.915218e-03	-5.274697e-03	-4.600169e-03	-3.892863e-03	-3.153842e-03	-2.384001e-03	-1.584078e-03	-7.546561e-04	1.038340e-04	9.911119e-04	1.907046e-03	2.851651e-03	3.825092e-03	4.827681e-03	5.859880e-03	6.922307e-03	8.015731e-03	9.141084e-03	1.029946e-02	1.149213e-02	1.272054e-02	1.398631e-02	1.529126e-02	1.663742e-02	1.802702e-02	1.946252e-02	2.094661e-02	2.248224e-02	2.407263e-02	2.572127e-02	2.743194e-02	2.920878e-02	3.105622e-02	3.297910e-02	3.498262e-02	3.707241e-02	3.925453e-02	4.153554e-02	4.392248e-02	4.642296e-02	4.904517e-02	
-2.047132e-02	-2.034460e-02	-2.008735e-02	-1.970765e-02	-1.921298e-02	-1.861020e-02	-1.790563e-02	-1.710504e-02	-1.621374e-02	-1.523653e-02	-1.417781e-02	-1.304152e-02	-1.183124e-02	-1.055012e-02	-9.200994e-03	-7.786307e-03	-6.308185e-03	-4.768422e-03	-3.168494e-03	-1.509566e-03	2.075002e-04	1.982144e-03	3.814102e-03	5.703406e-03	7.650382e-03	9.655656e-03	1.172015e-02	1.384511e-02	1.603206e-02	1.828287e-02	2.059973e-02	2.298518e-02	2.544211e-02	2.797376e-02	3.058378e-02	3.327622e-02	3.605554e-02	3.892666e-02	4.189497e-02	4.496637e-02	4.814728e-02	5.144469e-02	5.486619e-02	5.842000e-02	6.211505e-02	6.596096e-02	6.996816e-02	7.414791e-02	7.851233e-02	8.307452e-02	8.784859e-02	9.284975e-02	9.809438e-02	
-3.071055e-02	-3.052039e-02	-3.013442e-02	-2.956478e-02	-2.882266e-02	-2.791837e-02	-2.686138e-02	-2.566036e-02	-2.432326e-02	-2.285730e-02	-2.126906e-02	-1.956446e-02	-1.774886e-02	-1.582701e-02	-1.380313e-02	-1.168091e-02	-9.463532e-03	-7.153686e-03	-4.753588e-03	-2.264985e-03	3.108311e-04	2.973018e-03	5.721181e-03	8.555367e-03	1.147607e-02	1.448422e-02	1.758121e-02	2.076889e-02	2.404957e-02	2.742605e-02	3.090161e-02	3.448006e-02	3.816573e-02	4.196349e-02	4.587881e-02	4.991776e-02	5.408704e-02	5.839404e-02	6.284683e-02	6.745426e-02	7.222596e-02	7.717242e-02	8.230502e-02	8.763611e-02	9.317906e-02	9.894832e-02	1.049595e-01	1.112296e-01	1.177766e-01	1.246204e-01	1.317820e-01	1.392842e-01	1.471516e-01	
-4.095407e-02	-4.070037e-02	-4.018557e-02	-3.942586e-02	-3.843616e-02	-3.723022e-02	-3.582065e-02	-3.421904e-02	-3.243596e-02	-3.048107e-02	-2.836311e-02	-2.609001e-02	-2.366888e-02	-2.110608e-02	-1.840723e-02	-1.557725e-02	-1.262038e-02	-9.540212e-03	-6.339696e-03	-3.021165e-03	4.136597e-04	3.963655e-03	7.628293e-03	1.140764e-02	1.530234e-02	1.931366e-02	2.344344e-02	2.769415e-02	3.206886e-02	3.657132e-02	4.120590e-02	4.597768e-02	5.089241e-02	5.595663e-02	6.117760e-02	6.656342e-02	7.212303e-02	7.786627e-02	8.380393e-02	8.994778e-02	9.631068e-02	1.029066e-01	1.097507e-01	1.168595e-01	1.242509e-01	1.319439e-01	1.399596e-01	1.483205e-01	1.570507e-01	1.661765e-01	1.757262e-01	1.857301e-01	1.962209e-01	
-5.120327e-02	-5.088591e-02	-5.024214e-02	-4.929219e-02	-4.805474e-02	-4.654695e-02	-4.478461e-02	-4.278218e-02	-4.055290e-02	-3.810882e-02	-3.546090e-02	-3.261902e-02	-2.959210e-02	-2.638806e-02	-2.301395e-02	-1.947590e-02	-1.577923e-02	-1.192842e-02	-7.927154e-03	-3.778358e-03	5.158198e-04	4.953976e-03	9.535449e-03	1.426032e-02	1.912941e-02	2.414427e-02	2.930723e-02	3.462137e-02	4.009053e-02	4.571938e-02	5.151341e-02	5.747894e-02	6.362319e-02	6.995431e-02	7.648140e-02	8.321456e-02	9.016499e-02	9.734498e-02	1.047680e-01	1.124488e-01	1.204034e-01	1.286494e-01	1.372056e-01	1.460927e-01	1.553330e-01	1.649505e-01	1.749714e-01	1.854237e-01	1.963378e-01	2.077464e-01	2.196849e-01	2.321912e-01	2.453063e-01	
-6.145958e-02	-6.107840e-02	-6.030547e-02	-5.916510e-02	-5.767966e-02	-5.586979e-02	-5.375441e-02	-5.135089e-02	-4.867512e-02	-4.574156e-02	-4.256335e-02	-3.915237e-02	-3.551930e-02	-3.167367e-02	-2.762392e-02	-2.337743e-02	-1.894057e-02	-1.431871e-02	-9.516295e-03	-4.536814e-03	6.171464e-04	5.943902e-03	1.144266e-02	1.711352e-02	2.295745e-02	2.897635e-02	3.517297e-02	4.155103e-02	4.811515e-02	5.487092e-02	6.182491e-02	6.898474e-02	7.635907e-02	8.395765e-02	9.179143e-02	9.987254e-02	1.082144e-01	1.168317e-01	1.257408e-01	1.349592e-01	1.445062e-01	1.544029e-01	1.646719e-01	1.753381e-01	1.864281e-01	1.979708e-01	2.099976e-01	2.225422e-01	2.356410e-01	2.493334e-01	2.636616e-01	2.786713e-01	2.944116e-01	
-7.172439e-02	-7.127919e-02	-7.037690e-02	-6.904585e-02	-6.731217e-02	-6.519992e-02	-6.273120e-02	-5.992627e-02	-5.680366e-02	-5.338024e-02	-4.967137e-02	-4.569089e-02	-4.145127e-02	-3.696362e-02	-3.223780e-02	-2.728242e-02	-2.210489e-02	-1.671151e-02	-1.110745e-02	-5.296782e-03	7.174757e-04	6.933357e-03	1.334994e-02	1.996733e-02	2.678668e-02	3.381017e-02	4.104105e-02	4.848363e-02	5.614330e-02	6.402661e-02	7.214121e-02	8.049599e-02	8.910104e-02	9.796778e-02	1.071089e-01	1.165387e-01	1.262727e-01	1.363281e-01	1.467239e-01	1.574807e-01	1.686210e-01	1.801692e-01	1.921519e-01	2.045980e-01	2.175386e-01	2.310075e-01	2.450412e-01	2.596791e-01	2.749637e-01	2.909408e-01	3.076598e-01	3.251741e-01	3.435409e-01	
-8.199907e-02	-8.148965e-02	-8.045773e-02	-7.893572e-02	-7.695350e-02	-7.453854e-02	-7.171612e-02	-6.850939e-02	-6.493954e-02	-6.102585e-02	-5.678587e-02	-5.223543e-02	-4.738878e-02	-4.225862e-02	-3.685622e-02	-3.119141e-02	-2.527269e-02	-1.910723e-02	-1.270095e-02	-6.058507e-03	8.166455e-04	7.922264e-03	1.525729e-02	2.282186e-02	3.061727e-02	3.864602e-02	4.691183e-02	5.541962e-02	6.417557e-02	7.318713e-02	8.246308e-02	9.201356e-02	1.018501e-01	1.119858e-01	1.224351e-01	1.332143e-01	1.443413e-01	1.558358e-01	1.677192e-01	1.800153e-01	1.927497e-01	2.059504e-01	2.196478e-01	2.338748e-01	2.486670e-01	2.640632e-01	2.801049e-01	2.968373e-01	3.143088e-01	3.325720e-01	3.516832e-01	3.717034e-01	3.926981e-01	
-9.228501e-02	-9.171110e-02	-9.054927e-02	-8.883599e-02	-8.660486e-02	-8.388682e-02	-8.071029e-02	-7.710134e-02	-7.308378e-02	-6.867934e-02	-6.390775e-02	-5.878683e-02	-5.333260e-02	-4.755937e-02	-4.147980e-02	-3.510497e-02	-2.844443e-02	-2.150626e-02	-1.429711e-02	-6.822233e-03	9.144955e-04	8.910548e-03	1.716473e-02	2.567720e-02	3.444941e-02	4.348419e-02	5.278570e-02	6.235950e-02	7.221252e-02	8.235316e-02	9.279129e-02	1.035383e-01	1.146073e-01	1.260128e-01	1.377712e-01	1.499008e-01	1.624218e-01	1.753561e-01	1.887283e-01	2.025647e-01	2.168943e-01	2.317486e-01	2.471617e-01	2.631708e-01	2.798160e-01	2.971406e-01	3.151917e-01	3.340198e-01	3.536797e-01	3.742303e-01	3.957351e-01	4.182628e-01	4.418869e-01	
