2.173906e-02	1.305467e-02	8.638170e-03	6.430131e-03	5.288417e-03	4.671297e-03	4.323904e-03	4.121871e-03	4.001354e-03	3.927840e-03	3.881745e-03	3.851398e-03	3.829383e-03	3.810446e-03	3.790138e-03	3.763727e-03	3.725079e-03	3.665237e-03	3.570347e-03	3.418483e-03	3.174652e-03	2.782920e-03	2.154094e-03	1.146808e-03	-4.601470e-04	-3.002470e-03	-6.942385e-03	-1.265285e-02	-1.863989e-02	
-6.150351e+12	-3.816344e+12	-2.368074e+12	-1.469409e+12	-9.117809e+11	-5.657676e+11	-3.510635e+11	-2.178379e+11	-1.351702e+11	-8.387425e+10	-5.204467e+10	-3.229416e+10	-2.003880e+10	-1.243424e+10	-7.715556e+09	-4.787574e+09	-2.970742e+09	-1.843390e+09	-1.143870e+09	-7.098312e+08	-4.405374e+08	-2.734879e+08	-1.699124e+08	-1.057718e+08	-6.617984e+07	-4.194757e+07	-2.745092e+07	-1.932535e+07	-1.568502e+07	
-1.228413e+13	-7.622407e+12	-4.729767e+12	-2.934860e+12	-1.821105e+12	-1.130011e+12	-7.011813e+11	-4.350888e+11	-2.699763e+11	-1.675225e+11	-1.039491e+11	-6.450130e+10	-4.002360e+10	-2.483499e+10	-1.541033e+10	-9.562250e+09	-5.933480e+09	-3.681813e+09	-2.284658e+09	-1.417750e+09	-8.798879e+08	-5.462391e+08	-3.393670e+08	-2.112587e+08	-1.321814e+08	-8.378213e+07	-5.482788e+07	-3.859864e+07	-3.132777e+07	
-1.838483e+13	-1.140794e+13	-7.078723e+12	-4.392407e+12	-2.725525e+12	-1.691211e+12	-1.049411e+12	-6.511681e+11	-4.040552e+11	-2.507196e+11	-1.555736e+11	-9.653474e+10	-5.990062e+10	-3.716884e+10	-2.306359e+10	-1.431117e+10	-8.880239e+09	-5.510320e+09	-3.419293e+09	-2.121851e+09	-1.316869e+09	-8.175191e+08	-5.079076e+08	-3.161765e+08	-1.978269e+08	-1.253910e+08	-8.205718e+07	-5.776798e+07	-4.688616e+07	
-2.443605e+13	-1.516277e+13	-9.408628e+12	-5.838132e+12	-3.622610e+12	-2.247860e+12	-1.394816e+12	-8.654948e+11	-5.370467e+11	-3.332420e+11	-2.067794e+11	-1.283084e+11	-7.961643e+10	-4.940267e+10	-3.065479e+10	-1.902158e+10	-1.180310e+10	-7.323998e+09	-4.544726e+09	-2.820241e+09	-1.750305e+09	-1.086599e+09	-6.750813e+08	-4.202435e+08	-2.629401e+08	-1.666625e+08	-1.090656e+08	-7.678184e+07	-6.231836e+07	
-3.042156e+13	-1.887683e+13	-1.171323e+13	-7.268159e+12	-4.509954e+12	-2.798464e+12	-1.736470e+12	-1.077494e+12	-6.685942e+11	-4.148683e+11	-2.574292e+11	-1.597370e+11	-9.911815e+10	-6.150366e+10	-3.816356e+10	-2.368084e+10	-1.469422e+10	-9.117982e+09	-5.657939e+09	-3.511047e+09	-2.179036e+09	-1.352757e+09	-8.404398e+08	-5.231805e+08	-3.273462e+08	-2.074858e+08	-1.357808e+08	-9.558925e+07	-7.758300e+07	
-3.632537e+13	-2.254020e+13	-1.398638e+13	-8.678667e+12	-5.385185e+12	-3.341552e+12	-2.073461e+12	-1.286600e+12	-7.983460e+11	-4.953804e+11	-3.073877e+11	-1.907366e+11	-1.183537e+11	-7.343947e+10	-4.556983e+10	-2.827650e+10	-1.754588e+10	-1.088748e+10	-6.755956e+09	-4.192425e+09	-2.601914e+09	-1.615282e+09	-1.003541e+09	-6.247124e+08	-3.908732e+08	-2.477519e+08	-1.621314e+08	-1.141399e+08	-9.263927e+07	
-4.213177e+13	-2.614312e+13	-1.622202e+13	-1.006590e+13	-6.245975e+12	-3.875680e+12	-2.404892e+12	-1.492255e+12	-9.259569e+11	-5.745640e+11	-3.565218e+11	-2.212247e+11	-1.372718e+11	-8.517833e+10	-5.285390e+10	-3.279634e+10	-2.035048e+10	-1.262778e+10	-7.835855e+09	-4.862559e+09	-3.017814e+09	-1.873475e+09	-1.163951e+09	-7.245689e+08	-4.533520e+08	-2.873536e+08	-1.880471e+08	-1.323845e+08	-1.074471e+08	
-4.782538e+13	-2.967604e+13	-1.841423e+13	-1.142619e+13	-7.090044e+12	-4.399431e+12	-2.729884e+12	-1.693916e+12	-1.051089e+12	-6.522095e+11	-4.047014e+11	-2.511206e+11	-1.558225e+11	-9.668916e+10	-5.999647e+10	-3.722837e+10	-2.310061e+10	-1.433427e+10	-8.894778e+09	-5.519675e+09	-3.425636e+09	-2.126653e+09	-1.321245e+09	-8.224858e+08	-5.146171e+08	-3.261860e+08	-2.134594e+08	-1.502747e+08	-1.219673e+08	
-5.339121e+13	-3.312969e+13	-2.055725e+13	-1.275594e+13	-7.915170e+12	-4.911429e+12	-3.047583e+12	-1.891051e+12	-1.173413e+12	-7.281124e+11	-4.517998e+11	-2.803456e+11	-1.739568e+11	-1.079417e+11	-6.697875e+10	-4.156094e+10	-2.578901e+10	-1.600247e+10	-9.929936e+09	-6.162045e+09	-3.824305e+09	-2.374149e+09	-1.475009e+09	-9.182052e+08	-5.745073e+08	-3.641469e+08	-2.383014e+08	-1.677634e+08	-1.361616e+08	
