-4.015081e-16	-4.097047e-16	-4.129058e-16	-4.135984e-16	-4.131735e-16	-4.122796e-16	-4.112134e-16	-4.101144e-16	-4.090513e-16	-4.080599e-16	-4.071591e-16	-4.063599e-16	-4.056686e-16	-4.050893e-16	-4.046251e-16	-4.042795e-16	-4.040567e-16	-4.039633e-16	-4.040096e-16	-4.042124e-16	-4.045986e-16	-4.052111e-16	-4.061185e-16	-4.074287e-16	-4.093076e-16	-4.119991e-16	-4.158055e-16	-4.207942e-16	-4.247278e-16	
-3.273831e-02	-2.838172e-02	-2.496830e-02	-2.214021e-02	-1.967538e-02	-1.743603e-02	-1.533665e-02	-1.332419e-02	-1.136571e-02	-9.440808e-03	-7.536810e-03	-5.645889e-03	-3.763234e-03	-1.885936e-03	-1.232047e-05	1.858435e-03	3.726492e-03	5.591377e-03	7.451876e-03	9.305741e-03	1.114917e-02	1.297590e-02	1.477579e-02	1.653242e-02	1.821931e-02	1.979374e-02	2.118684e-02	2.228762e-02	2.291719e-02	
-6.551179e-02	-5.679428e-02	-4.996396e-02	-4.430481e-02	-3.937253e-02	-3.489140e-02	-3.069035e-02	-2.666321e-02	-2.274409e-02	-1.889214e-02	-1.508203e-02	-1.129808e-02	-7.530667e-03	-3.773975e-03	-2.465213e-05	3.718949e-03	7.457149e-03	1.118900e-02	1.491208e-02	1.862189e-02	2.231080e-02	2.596631e-02	2.956812e-02	3.308337e-02	3.645907e-02	3.960974e-02	4.239759e-02	4.460054e-02	4.586063e-02	
-9.835581e-02	-8.526866e-02	-7.501444e-02	-6.651831e-02	-5.911331e-02	-5.238556e-02	-4.607823e-02	-4.003196e-02	-3.414786e-02	-2.836458e-02	-2.264410e-02	-1.696289e-02	-1.130652e-02	-5.666231e-03	-3.700624e-05	5.583630e-03	1.119616e-02	1.679916e-02	2.238899e-02	2.795889e-02	3.349743e-02	3.898583e-02	4.439360e-02	4.967145e-02	5.473981e-02	5.947036e-02	6.365628e-02	6.696417e-02	6.885671e-02	
-1.313060e-01	-1.138361e-01	-1.001475e-01	-8.880545e-02	-7.891980e-02	-6.993810e-02	-6.151757e-02	-5.344548e-02	-4.558985e-02	-3.786879e-02	-3.023154e-02	-2.264673e-02	-1.509504e-02	-7.564836e-03	-4.939415e-05	7.454584e-03	1.494774e-02	2.242818e-02	2.989103e-02	3.732729e-02	4.472168e-02	5.204916e-02	5.926901e-02	6.631544e-02	7.308225e-02	7.939818e-02	8.498715e-02	8.940417e-02	9.193203e-02	
-1.643985e-01	-1.425283e-01	-1.253912e-01	-1.111913e-01	-9.881435e-02	-8.756892e-02	-7.702589e-02	-6.691902e-02	-5.708308e-02	-4.741558e-02	-3.785300e-02	-2.835604e-02	-1.890056e-02	-9.471951e-03	-6.182735e-05	9.333947e-03	1.871617e-02	2.808249e-02	3.742678e-02	4.673778e-02	5.599638e-02	6.517122e-02	7.421134e-02	8.303438e-02	9.150741e-02	9.941606e-02	1.064148e-01	1.119465e-01	1.151136e-01	
-1.976702e-01	-1.713776e-01	-1.507741e-01	-1.337013e-01	-1.188197e-01	-1.052982e-01	-9.262103e-02	-8.046808e-02	-6.864080e-02	-5.701598e-02	-4.551727e-02	-3.409744e-02	-2.272745e-02	-1.138978e-02	-7.431758e-05	1.122389e-02	2.250582e-02	3.376862e-02	4.500495e-02	5.620125e-02	6.733457e-02	7.836720e-02	8.923789e-02	9.984764e-02	1.100367e-01	1.195473e-01	1.279642e-01	1.346177e-01	1.384288e-01	
-2.311587e-01	-2.004168e-01	-1.763256e-01	-1.563617e-01	-1.389593e-01	-1.231468e-01	-1.083212e-01	-9.410855e-02	-8.027656e-02	-6.668124e-02	-5.323334e-02	-3.987765e-02	-2.658022e-02	-1.332057e-02	-8.687679e-05	1.312665e-02	2.632114e-02	3.949326e-02	5.263444e-02	6.572883e-02	7.874958e-02	9.165262e-02	1.043664e-01	1.167751e-01	1.286919e-01	1.398157e-01	1.496609e-01	1.574448e-01	1.619059e-01	
-2.649026e-01	-2.296800e-01	-2.020757e-01	-1.791991e-01	-1.592568e-01	-1.411357e-01	-1.241452e-01	-1.078567e-01	-9.200427e-02	-7.642294e-02	-6.101046e-02	-4.570360e-02	-3.046348e-02	-1.526663e-02	-9.951729e-05	1.504450e-02	3.016670e-02	4.526328e-02	6.032442e-02	7.533195e-02	9.025513e-02	1.050435e-01	1.196149e-01	1.338370e-01	1.474956e-01	1.602458e-01	1.715313e-01	1.804555e-01	1.855735e-01	
-2.989418e-01	-2.592020e-01	-2.280553e-01	-2.022414e-01	-1.797371e-01	-1.592871e-01	-1.401124e-01	-1.217294e-01	-1.038383e-01	-8.625300e-02	-6.885815e-02	-5.158243e-02	-3.438199e-02	-1.723035e-02	-1.122518e-04	1.697979e-02	3.404723e-02	5.108577e-02	6.808432e-02	8.502240e-02	1.018653e-01	1.185561e-01	1.350023e-01	1.510544e-01	1.664709e-01	1.808627e-01	1.936024e-01	2.036787e-01	2.094616e-01	
-3.333177e-01	-2.890191e-01	-2.542967e-01	-2.255171e-01	-2.004257e-01	-1.776236e-01	-1.562426e-01	-1.357440e-01	-1.157935e-01	-9.618378e-02	-7.678629e-02	-5.752154e-02	-3.834068e-02	-1.921419e-02	-1.250934e-04	1.893497e-02	3.796762e-02	5.696806e-02	7.592393e-02	9.481240e-02	1.135948e-01	1.322077e-01	1.505480e-01	1.684490e-01	1.856418e-01	2.016926e-01	2.159023e-01	2.271439e-01	2.336009e-01	
-3.680731e-01	-3.191689e-01	-2.808331e-01	-2.490559e-01	-2.213492e-01	-1.961688e-01	-1.725568e-01	-1.499186e-01	-1.278854e-01	-1.062281e-01	-8.480513e-02	-6.352862e-02	-4.234468e-02	-2.122074e-02	-1.380558e-04	2.091258e-02	4.193296e-02	6.291779e-02	8.385342e-02	1.047147e-01	1.254589e-01	1.460159e-01	1.662722e-01	1.860436e-01	2.050333e-01	2.227628e-01	2.384603e-01	2.508821e-01	2.580236e-01	
-4.032530e-01	-3.496908e-01	-3.076995e-01	-2.728891e-01	-2.425352e-01	-2.149474e-01	-1.890768e-01	-1.642723e-01	-1.401300e-01	-1.163995e-01	-9.292541e-02	-6.961170e-02	-4.639934e-02	-2.325266e-02	-1.511532e-04	2.291527e-02	4.594856e-02	6.894292e-02	9.188341e-02	1.147424e-01	1.374733e-01	1.599993e-01	1.821959e-01	2.038616e-01	2.246715e-01	2.441015e-01	2.613068e-01	2.749255e-01	2.827630e-01	
-4.389043e-01	-3.806259e-01	-3.349325e-01	-2.970492e-01	-2.640130e-01	-2.339853e-01	-2.058252e-01	-1.788247e-01	-1.525444e-01	-1.267119e-01	-1.011584e-01	-7.577921e-02	-5.051027e-02	-2.531277e-02	-1.644006e-04	2.494582e-02	5.001999e-02	7.505181e-02	1.000250e-01	1.249097e-01	1.496549e-01	1.741772e-01	1.983412e-01	2.219279e-01	2.445837e-01	2.657386e-01	2.844737e-01	2.993080e-01	3.078543e-01	
-4.750766e-01	-4.120176e-01	-3.625705e-01	-3.215705e-01	-2.858132e-01	-2.533097e-01	-2.228261e-01	-1.935967e-01	-1.651463e-01	-1.371803e-01	-1.095158e-01	-8.204000e-02	-5.468339e-02	-2.740404e-02	-1.778138e-04	2.700714e-02	5.415311e-02	8.125326e-02	1.082900e-01	1.352309e-01	1.620210e-01	1.885701e-01	2.147315e-01	2.402685e-01	2.647986e-01	2.877054e-01	3.079949e-01	3.240652e-01	3.333344e-01	
-5.118222e-01	-4.439119e-01	-3.906541e-01	-3.464894e-01	-3.079680e-01	-2.729493e-01	-2.401049e-01	-2.086105e-01	-1.779547e-01	-1.478201e-01	-1.180103e-01	-8.840345e-02	-5.892494e-02	-2.952958e-02	-1.914093e-04	2.910234e-02	5.835411e-02	8.755656e-02	1.166908e-01	1.457218e-01	1.745904e-01	2.031995e-01	2.313914e-01	2.589110e-01	2.853467e-01	3.100349e-01	3.319057e-01	3.492346e-01	3.592424e-01	
