6.772465e+05	4.063363e+05	2.679280e+05	1.985214e+05	1.625459e+05	1.430642e+05	1.320861e+05	1.257041e+05	1.219099e+05	1.196195e+05	1.182229e+05	1.173656e+05	1.168373e+05	1.165106e+05	1.163081e+05	1.161821e+05	1.161032e+05	1.160529e+05	1.160195e+05	1.159952e+05	1.159744e+05	1.159523e+05	1.159237e+05	1.158819e+05	1.158174e+05	1.157151e+05	1.155512e+05	1.152879e+05	1.148639e+05	1.141809e+05	1.130806e+05	1.113080e+05	1.084529e+05	1.038556e+05	9.645676e+04	8.455920e+04	6.545398e+04	3.484610e+04	-1.398614e+04	-9.124397e+04	-2.109738e+05	-3.845091e+05	-5.664497e+05	
-1.574710e+20	-9.771207e+19	-6.063116e+19	-3.762214e+19	-2.334485e+19	-1.448568e+19	-8.988483e+18	-5.577429e+18	-3.460841e+18	-2.147481e+18	-1.332530e+18	-8.268459e+17	-5.130648e+17	-3.183610e+17	-1.975456e+17	-1.225787e+17	-7.606112e+16	-4.719656e+16	-2.928586e+16	-1.817212e+16	-1.127595e+16	-6.996823e+15	-4.341587e+15	-2.693991e+15	-1.671644e+15	-1.037269e+15	-6.436342e+14	-3.993805e+14	-2.478191e+14	-1.537741e+14	-9.541847e+13	-5.920858e+13	-3.674042e+13	-2.279936e+13	-1.414980e+13	-8.784270e+12	-5.457485e+12	-3.397328e+12	-2.125657e+12	-1.347331e+12	-8.817074e+11	-6.207193e+11	-5.037940e+11	
-3.145563e+20	-1.951848e+20	-1.211138e+20	-7.515214e+19	-4.663253e+19	-2.893587e+19	-1.795495e+19	-1.114120e+19	-6.913206e+18	-4.289702e+18	-2.661796e+18	-1.651667e+18	-1.024873e+18	-6.359422e+17	-3.946075e+17	-2.448572e+17	-1.519360e+17	-9.427753e+16	-5.850000e+16	-3.629974e+16	-2.252429e+16	-1.397651e+16	-8.672541e+15	-5.381384e+15	-3.339194e+15	-2.071998e+15	-1.285692e+15	-7.977829e+14	-4.950312e+14	-3.071715e+14	-1.906033e+14	-1.182722e+14	-7.339087e+13	-4.554288e+13	-2.826494e+13	-1.754703e+13	-1.090160e+13	-6.786335e+12	-4.246109e+12	-2.691363e+12	-1.761255e+12	-1.239918e+12	-1.006354e+12	
-4.708716e+20	-2.921798e+20	-1.813000e+20	-1.124982e+20	-6.980605e+19	-4.331524e+19	-2.687747e+19	-1.667769e+19	-1.034865e+19	-6.421422e+18	-3.984546e+18	-2.472444e+18	-1.534172e+18	-9.519667e+17	-5.907033e+17	-3.665363e+17	-2.274388e+17	-1.411277e+17	-8.757092e+16	-5.433849e+16	-3.371749e+16	-2.092198e+16	-1.298226e+16	-8.055604e+15	-4.998569e+15	-3.101654e+15	-1.924603e+15	-1.194232e+15	-7.410315e+14	-4.598170e+14	-2.853214e+14	-1.770462e+14	-1.098616e+14	-6.817490e+13	-4.231089e+13	-2.626683e+13	-1.631903e+13	-1.015873e+13	-6.356165e+12	-4.028805e+12	-2.636491e+12	-1.856081e+12	-1.506449e+12	
-6.260350e+20	-3.884599e+20	-2.410426e+20	-1.495690e+20	-9.280880e+19	-5.758863e+19	-3.573423e+19	-2.217339e+19	-1.375877e+19	-8.537433e+18	-5.297548e+18	-3.287173e+18	-2.039718e+18	-1.265662e+18	-7.853540e+17	-4.873187e+17	-3.023853e+17	-1.876326e+17	-1.164276e+17	-7.224431e+16	-4.482820e+16	-2.781627e+16	-1.726023e+16	-1.071012e+16	-6.645717e+15	-4.123723e+15	-2.558805e+15	-1.587760e+15	-9.852190e+14	-6.113376e+14	-3.793416e+14	-2.353871e+14	-1.460637e+14	-9.064015e+13	-5.625334e+13	-3.492237e+13	-2.169654e+13	-1.350627e+13	-8.450673e+12	-5.356392e+12	-3.505278e+12	-2.467704e+12	-2.002860e+12	
-7.796684e+20	-4.837907e+20	-3.001962e+20	-1.862742e+20	-1.155847e+20	-7.172129e+19	-4.450366e+19	-2.761489e+19	-1.713527e+19	-1.063258e+19	-6.597604e+18	-4.093869e+18	-2.540280e+18	-1.576265e+18	-9.780854e+17	-6.069102e+17	-3.765928e+17	-2.336790e+17	-1.449998e+17	-8.997357e+16	-5.582935e+16	-3.464258e+16	-2.149601e+16	-1.333845e+16	-8.276622e+15	-5.135714e+15	-3.186753e+15	-1.977408e+15	-1.226999e+15	-7.613641e+14	-4.724347e+14	-2.931528e+14	-1.819087e+14	-1.128839e+14	-7.005830e+13	-4.349257e+13	-2.702103e+13	-1.682081e+13	-1.052453e+13	-6.670888e+12	-4.365498e+12	-3.073296e+12	-2.494376e+12	
-9.313988e+20	-5.779407e+20	-3.586170e+20	-2.225249e+20	-1.380785e+20	-8.567889e+19	-5.316447e+19	-3.298900e+19	-2.046995e+19	-1.270177e+19	-7.881557e+18	-4.890572e+18	-3.034641e+18	-1.883020e+18	-1.168430e+18	-7.250203e+17	-4.498812e+17	-2.791550e+17	-1.732180e+17	-1.074832e+17	-6.669424e+16	-4.138433e+16	-2.567933e+16	-1.593424e+16	-9.887327e+15	-6.135169e+15	-3.806924e+15	-2.362229e+15	-1.465784e+15	-9.095323e+14	-5.643747e+14	-3.502029e+14	-2.173098e+14	-1.348521e+14	-8.369227e+13	-5.195661e+13	-3.227956e+13	-2.009428e+13	-1.257269e+13	-7.969103e+12	-5.215062e+12	-3.671386e+12	-2.979804e+12	
-1.080859e+21	-6.706823e+20	-4.161640e+20	-2.582332e+20	-1.602359e+20	-9.942769e+19	-6.169572e+19	-3.828271e+19	-2.375474e+19	-1.474001e+19	-9.146302e+18	-5.675357e+18	-3.521606e+18	-2.185186e+18	-1.355926e+18	-8.413636e+17	-5.220731e+17	-3.239507e+17	-2.010141e+17	-1.247310e+17	-7.739660e+16	-4.802524e+16	-2.980006e+16	-1.849119e+16	-1.147394e+16	-7.119673e+15	-4.417817e+15	-2.741293e+15	-1.700996e+15	-1.055484e+15	-6.549393e+14	-4.063996e+14	-2.521812e+14	-1.564917e+14	-9.712229e+13	-6.029403e+13	-3.745943e+13	-2.331879e+13	-1.459022e+13	-9.247896e+12	-6.051918e+12	-4.260530e+12	-3.457970e+12	
-1.227691e+21	-7.617925e+20	-4.726986e+20	-2.933134e+20	-1.820034e+20	-1.129347e+20	-7.007689e+19	-4.348330e+19	-2.698175e+19	-1.674240e+19	-1.038880e+19	-6.446337e+18	-4.000006e+18	-2.482037e+18	-1.540125e+18	-9.556603e+17	-5.929952e+17	-3.679585e+17	-2.283213e+17	-1.416753e+17	-8.791070e+16	-5.454932e+16	-3.384831e+16	-2.100316e+16	-1.303264e+16	-8.086860e+15	-5.017965e+15	-3.113690e+15	-1.932072e+15	-1.198868e+15	-7.439109e+14	-4.616078e+14	-2.864393e+14	-1.777506e+14	-1.103161e+14	-6.848480e+13	-4.254818e+13	-2.648658e+13	-1.657226e+13	-1.050420e+13	-6.874053e+12	-4.839310e+12	-3.927724e+12	
-1.371543e+21	-8.510537e+20	-5.280859e+20	-3.276817e+20	-2.033293e+20	-1.261675e+20	-7.828799e+19	-4.857835e+19	-3.014327e+19	-1.870415e+19	-1.160608e+19	-7.201671e+18	-4.468697e+18	-2.772864e+18	-1.720585e+18	-1.067638e+18	-6.624780e+17	-4.110731e+17	-2.550743e+17	-1.582757e+17	-9.821142e+16	-6.094101e+16	-3.781441e+16	-2.346415e+16	-1.455970e+16	-9.034418e+15	-5.605933e+15	-3.478529e+15	-2.158457e+15	-1.339343e+15	-8.310769e+14	-5.156956e+14	-3.200022e+14	-1.985781e+14	-1.232421e+14	-7.650934e+13	-4.753366e+13	-2.959008e+13	-1.851407e+13	-1.173500e+13	-7.679504e+12	-5.406345e+12	-4.387946e+12	
