-4.868577e-16	-4.810117e-16	-4.770185e-16	-4.740628e-16	-4.716973e-16	-4.696976e-16	-4.679491e-16	-4.663907e-16	-4.649880e-16	-4.637210e-16	-4.625771e-16	-4.615485e-16	-4.606299e-16	-4.598179e-16	-4.591096e-16	-4.585033e-16	-4.579974e-16	-4.575905e-16	-4.572817e-16	-4.570701e-16	-4.569547e-16	-4.569349e-16	-4.570100e-16	-4.571793e-16	-4.574421e-16	-4.577976e-16	-4.582449e-16	-4.587827e-16	-4.594093e-16	-4.601218e-16	-4.609159e-16	-4.617849e-16	-4.627177e-16	-4.636967e-16	-4.646936e-16	-4.656626e-16	-4.665303e-16	-4.671793e-16	-4.674227e-16	-4.669681e-16	-4.653778e-16	-4.621122e-16	-4.572550e-16	
-3.104542e-02	-3.048078e-02	-2.951919e-02	-2.831136e-02	-2.695080e-02	-2.549555e-02	-2.398160e-02	-2.243129e-02	-2.085847e-02	-1.927173e-02	-1.767640e-02	-1.607578e-02	-1.447192e-02	-1.286608e-02	-1.125903e-02	-9.651269e-03	-8.043079e-03	-6.434641e-03	-4.826062e-03	-3.217407e-03	-1.608712e-03	-4.258205e-16	1.608712e-03	3.217407e-03	4.826062e-03	6.434641e-03	8.043079e-03	9.651269e-03	1.125903e-02	1.286608e-02	1.447192e-02	1.607578e-02	1.767640e-02	1.927173e-02	2.085847e-02	2.243129e-02	2.398160e-02	2.549555e-02	2.695080e-02	2.831136e-02	2.951919e-02	3.048078e-02	3.104542e-02	
-6.211431e-02	-6.098445e-02	-5.906045e-02	-5.664383e-02	-5.392168e-02	-5.101008e-02	-4.798105e-02	-4.487926e-02	-4.173245e-02	-3.855779e-02	-3.536594e-02	-3.216351e-02	-2.895460e-02	-2.574172e-02	-2.252644e-02	-1.930971e-02	-1.609214e-02	-1.287407e-02	-9.655714e-03	-6.437206e-03	-3.218619e-03	-4.278733e-16	3.218619e-03	6.437206e-03	9.655714e-03	1.287407e-02	1.609214e-02	1.930971e-02	2.252644e-02	2.574172e-02	2.895460e-02	3.216351e-02	3.536594e-02	3.855779e-02	4.173245e-02	4.487926e-02	4.798105e-02	5.101008e-02	5.392168e-02	5.664383e-02	5.906045e-02	6.098445e-02	6.211431e-02	
-9.323019e-02	-9.153395e-02	-8.864593e-02	-8.501861e-02	-8.093277e-02	-7.656261e-02	-7.201621e-02	-6.736064e-02	-6.263748e-02	-5.787254e-02	-5.308180e-02	-4.827518e-02	-4.345882e-02	-3.863652e-02	-3.381061e-02	-2.898253e-02	-2.415318e-02	-1.932308e-02	-1.449255e-02	-9.661797e-03	-4.830923e-03	-4.247201e-16	4.830923e-03	9.661797e-03	1.449255e-02	1.932308e-02	2.415318e-02	2.898253e-02	3.381061e-02	3.863652e-02	4.345882e-02	4.827518e-02	5.308180e-02	5.787254e-02	6.263748e-02	6.736064e-02	7.201621e-02	7.656261e-02	8.093277e-02	8.501861e-02	8.864593e-02	9.153395e-02	9.323019e-02	
-1.244167e-01	-1.221524e-01	-1.182979e-01	-1.134570e-01	-1.080043e-01	-1.021723e-01	-9.610509e-02	-8.989224e-02	-8.358921e-02	-7.723042e-02	-7.083722e-02	-6.442284e-02	-5.799545e-02	-5.156012e-02	-4.511998e-02	-3.867696e-02	-3.223222e-02	-2.578649e-02	-1.934020e-02	-1.289359e-02	-6.446830e-03	-3.893962e-16	6.446830e-03	1.289359e-02	1.934020e-02	2.578649e-02	3.223222e-02	3.867696e-02	4.511998e-02	5.156012e-02	5.799545e-02	6.442284e-02	7.083722e-02	7.723042e-02	8.358921e-02	8.989224e-02	9.610509e-02	1.021723e-01	1.080043e-01	1.134570e-01	1.182979e-01	1.221524e-01	1.244167e-01	
-1.556977e-01	-1.528630e-01	-1.480387e-01	-1.419804e-01	-1.351567e-01	-1.278583e-01	-1.202658e-01	-1.124910e-01	-1.046034e-01	-9.664602e-02	-8.864558e-02	-8.061862e-02	-7.257540e-02	-6.452225e-02	-5.646308e-02	-4.840029e-02	-4.033536e-02	-3.226918e-02	-2.420230e-02	-1.613503e-02	-8.067555e-03	-3.029490e-16	8.067555e-03	1.613503e-02	2.420230e-02	3.226918e-02	4.033536e-02	4.840029e-02	5.646308e-02	6.452225e-02	7.257540e-02	8.061862e-02	8.864558e-02	9.664602e-02	1.046034e-01	1.124910e-01	1.202658e-01	1.278583e-01	1.351567e-01	1.419804e-01	1.480387e-01	1.528630e-01	1.556977e-01	
-1.870974e-01	-1.836892e-01	-1.778912e-01	-1.706106e-01	-1.624106e-01	-1.536403e-01	-1.445167e-01	-1.351741e-01	-1.256960e-01	-1.161340e-01	-1.065204e-01	-9.687483e-02	-8.720976e-02	-7.753274e-02	-6.784850e-02	-5.815990e-02	-4.846874e-02	-3.877607e-02	-2.908255e-02	-1.938856e-02	-9.694329e-03	-2.245071e-16	9.694329e-03	1.938856e-02	2.908255e-02	3.877607e-02	4.846874e-02	5.815990e-02	6.784850e-02	7.753274e-02	8.720976e-02	9.687483e-02	1.065204e-01	1.161340e-01	1.256960e-01	1.351741e-01	1.445167e-01	1.536403e-01	1.624106e-01	1.706106e-01	1.778912e-01	1.836892e-01	1.870974e-01	
-2.186401e-01	-2.146551e-01	-2.078783e-01	-1.993696e-01	-1.897869e-01	-1.795380e-01	-1.688764e-01	-1.579589e-01	-1.468831e-01	-1.357094e-01	-1.244753e-01	-1.132039e-01	-1.019097e-01	-9.060157e-02	-7.928496e-02	-6.796328e-02	-5.663858e-02	-4.531213e-02	-3.398468e-02	-2.265668e-02	-1.132840e-02	-2.259863e-16	1.132840e-02	2.265668e-02	3.398468e-02	4.531213e-02	5.663858e-02	6.796328e-02	7.928496e-02	9.060157e-02	1.019097e-01	1.132039e-01	1.244753e-01	1.357094e-01	1.468831e-01	1.579589e-01	1.688764e-01	1.795380e-01	1.897869e-01	1.993696e-01	2.078783e-01	2.146551e-01	2.186401e-01	
-2.503507e-01	-2.457847e-01	-2.380233e-01	-2.282798e-01	-2.173068e-01	-2.055715e-01	-1.933637e-01	-1.808631e-01	-1.681812e-01	-1.553873e-01	-1.425242e-01	-1.296185e-01	-1.166867e-01	-1.037388e-01	-9.078134e-02	-7.781801e-02	-6.485123e-02	-5.188243e-02	-3.891249e-02	-2.594192e-02	-1.297103e-02	-3.496266e-16	1.297103e-02	2.594192e-02	3.891249e-02	5.188243e-02	6.485123e-02	7.781801e-02	9.078134e-02	1.037388e-01	1.166867e-01	1.296185e-01	1.425242e-01	1.553873e-01	1.681812e-01	1.808631e-01	1.933637e-01	2.055715e-01	2.173068e-01	2.282798e-01	2.380233e-01	2.457847e-01	2.503507e-01	
-2.822546e-01	-2.771028e-01	-2.683502e-01	-2.573639e-01	-2.449921e-01	-2.317613e-01	-2.179979e-01	-2.039046e-01	-1.896071e-01	-1.751832e-01	-1.606814e-01	-1.461316e-01	-1.315522e-01	-1.169549e-01	-1.023467e-01	-8.773185e-02	-7.311314e-02	-5.849215e-02	-4.386987e-02	-2.924688e-02	-1.462351e-02	-3.643701e-16	1.462351e-02	2.924688e-02	4.386987e-02	5.849215e-02	7.311314e-02	8.773185e-02	1.023467e-01	1.169549e-01	1.315522e-01	1.461316e-01	1.606814e-01	1.751832e-01	1.896071e-01	2.039046e-01	2.179979e-01	2.317613e-01	2.449921e-01	2.573639e-01	2.683502e-01	2.771028e-01	2.822546e-01	
