-4.438734e-16	-4.381664e-16	-4.342852e-16	-4.314260e-16	-4.291536e-16	-4.272503e-16	-4.256048e-16	-4.241576e-16	-4.228752e-16	-4.217381e-16	-4.207342e-16	-4.198557e-16	-4.190975e-16	-4.184559e-16	-4.179278e-16	-4.175107e-16	-4.172015e-16	-4.169968e-16	-4.168914e-16	-4.168779e-16	-4.169449e-16	-4.170742e-16	-4.172369e-16	-4.173870e-16	-4.174507e-16	-4.173101e-16	-4.167784e-16	-4.155633e-16	-4.132290e-16	-4.092457e-16	-4.037498e-16	
-2.427191e-02	-2.365152e-02	-2.257149e-02	-2.120634e-02	-1.966434e-02	-1.801267e-02	-1.629300e-02	-1.453120e-02	-1.274331e-02	-1.093928e-02	-9.125277e-03	-7.305148e-03	-5.481287e-03	-3.655202e-03	-1.827878e-03	-3.902696e-16	1.827878e-03	3.655202e-03	5.481287e-03	7.305148e-03	9.125277e-03	1.093928e-02	1.274331e-02	1.453120e-02	1.629300e-02	1.801267e-02	1.966434e-02	2.120634e-02	2.257149e-02	2.365152e-02	2.427191e-02	
-4.857007e-02	-4.732839e-02	-4.516705e-02	-4.243522e-02	-3.934954e-02	-3.604441e-02	-3.260325e-02	-2.907777e-02	-2.550009e-02	-2.189012e-02	-1.826020e-02	-1.461802e-02	-1.096836e-02	-7.314266e-03	-3.657687e-03	-4.371554e-16	3.657687e-03	7.314266e-03	1.096836e-02	1.461802e-02	1.826020e-02	2.189012e-02	2.550009e-02	2.907777e-02	3.260325e-02	3.604441e-02	3.934954e-02	4.243522e-02	4.516705e-02	4.732839e-02	4.857007e-02	
-7.292084e-02	-7.105608e-02	-6.781085e-02	-6.370927e-02	-5.907653e-02	-5.411439e-02	-4.894804e-02	-4.365514e-02	-3.828388e-02	-3.286413e-02	-2.741444e-02	-2.194635e-02	-1.646705e-02	-1.098107e-02	-5.491367e-03	-4.489292e-16	5.491367e-03	1.098107e-02	1.646705e-02	2.194635e-02	2.741444e-02	3.286413e-02	3.828388e-02	4.365514e-02	4.894804e-02	5.411439e-02	5.907653e-02	6.370927e-02	6.781085e-02	7.105608e-02	7.292084e-02	
-9.735079e-02	-9.486026e-02	-9.052727e-02	-8.505131e-02	-7.886643e-02	-7.224192e-02	-6.534485e-02	-5.827888e-02	-5.110830e-02	-4.387302e-02	-3.659778e-02	-2.929798e-02	-2.198321e-02	-1.465953e-02	-7.330873e-03	-4.156543e-16	7.330873e-03	1.465953e-02	2.198321e-02	2.929798e-02	3.659778e-02	4.387302e-02	5.110830e-02	5.827888e-02	6.534485e-02	7.224192e-02	7.886643e-02	8.505131e-02	9.052727e-02	9.486026e-02	9.735079e-02	
-1.218869e-01	-1.187670e-01	-1.133410e-01	-1.064845e-01	-9.874065e-02	-9.044657e-02	-8.181136e-02	-7.296473e-02	-6.398719e-02	-5.492865e-02	-4.582011e-02	-3.668081e-02	-2.752278e-02	-1.835360e-02	-9.178188e-03	-3.790134e-16	9.178188e-03	1.835360e-02	2.752278e-02	3.668081e-02	4.582011e-02	5.492865e-02	6.398719e-02	7.296473e-02	8.181136e-02	9.044657e-02	9.874065e-02	1.064845e-01	1.133410e-01	1.187670e-01	1.218869e-01	
-1.465564e-01	-1.428026e-01	-1.362771e-01	-1.280323e-01	-1.187209e-01	-1.087482e-01	-9.836555e-02	-8.772875e-02	-7.693460e-02	-6.604309e-02	-5.509148e-02	-4.410291e-02	-3.309181e-02	-2.206731e-02	-1.103532e-02	-3.494892e-16	1.103532e-02	2.206731e-02	3.309181e-02	4.410291e-02	5.509148e-02	6.604309e-02	7.693460e-02	8.772875e-02	9.836555e-02	1.087482e-01	1.187209e-01	1.280323e-01	1.362771e-01	1.428026e-01	1.465564e-01	
-1.713874e-01	-1.669942e-01	-1.593613e-01	-1.497187e-01	-1.388295e-01	-1.271673e-01	-1.150258e-01	-1.025873e-01	-8.996487e-02	-7.722865e-02	-6.442217e-02	-5.157248e-02	-3.869647e-02	-2.580478e-02	-1.290434e-02	-4.953923e-16	1.290434e-02	2.580478e-02	3.869647e-02	5.157248e-02	6.442217e-02	7.722865e-02	8.996487e-02	1.025873e-01	1.150258e-01	1.271673e-01	1.388295e-01	1.497187e-01	1.593613e-01	1.669942e-01	1.713874e-01	
-1.964086e-01	-1.913695e-01	-1.826198e-01	-1.715684e-01	-1.590891e-01	-1.457245e-01	-1.318109e-01	-1.175572e-01	-1.030927e-01	-8.849797e-02	-7.382272e-02	-5.909798e-02	-4.434308e-02	-2.957022e-02	-1.478735e-02	-5.648083e-16	1.478735e-02	2.957022e-02	4.434308e-02	5.909798e-02	7.382272e-02	8.849797e-02	1.030927e-01	1.175572e-01	1.318109e-01	1.457245e-01	1.590891e-01	1.715684e-01	1.826198e-01	1.913695e-01	1.964086e-01	
-2.216495e-01	-2.159570e-01	-2.060798e-01	-1.936066e-01	-1.795233e-01	-1.644413e-01	-1.487403e-01	-1.326556e-01	-1.163333e-01	-9.986405e-02	-8.330397e-02	-6.668808e-02	-5.003816e-02	-3.336799e-02	-1.668652e-02	-4.464473e-16	1.668652e-02	3.336799e-02	5.003816e-02	6.668808e-02	8.330397e-02	9.986405e-02	1.163333e-01	1.326556e-01	1.487403e-01	1.644413e-01	1.795233e-01	1.936066e-01	2.060798e-01	2.159570e-01	2.216495e-01	
