-1.410302e-19	-1.056653e-18	-2.172058e-18	-3.458516e-18	-4.920064e-18	
-6.236119e-02	-6.178922e-02	-6.153596e-02	-6.160012e-02	-6.198203e-02	
-1.247160e-01	-1.235725e-01	-1.230664e-01	-1.231952e-01	-1.239594e-01	
-1.870579e-01	-1.853439e-01	-1.845860e-01	-1.847802e-01	-1.859276e-01	
-2.493805e-01	-2.470975e-01	-2.460891e-01	-2.463501e-01	-2.478818e-01	
-3.116773e-01	-3.088273e-01	-3.075703e-01	-3.078997e-01	-3.098174e-01	
-3.739420e-01	-3.705273e-01	-3.690240e-01	-3.694241e-01	-3.717298e-01	
-4.361680e-01	-4.321917e-01	-4.304447e-01	-4.309181e-01	-4.336143e-01	
-4.983488e-01	-4.938143e-01	-4.918270e-01	-4.923766e-01	-4.954661e-01	
-5.604780e-01	-5.553892e-01	-5.531652e-01	-5.537945e-01	-5.572804e-01	
-6.225491e-01	-6.169103e-01	-6.144537e-01	-6.151665e-01	-6.190525e-01	
-6.845554e-01	-6.783716e-01	-6.756869e-01	-6.764875e-01	-6.807776e-01	
-7.464906e-01	-7.397669e-01	-7.368591e-01	-7.377522e-01	-7.424507e-01	
-8.083479e-01	-8.010902e-01	-7.979647e-01	-7.989553e-01	-8.040670e-01	
-8.701208e-01	-8.623353e-01	-8.589979e-01	-8.600914e-01	-8.656214e-01	
-9.318027e-01	-9.234960e-01	-9.199530e-01	-9.211552e-01	-9.271089e-01	
-9.933868e-01	-9.845661e-01	-9.808240e-01	-9.821412e-01	-9.885245e-01	
-1.054867e+00	-1.045539e+00	-1.041605e+00	-1.043044e+00	-1.049863e+00	
-1.116235e+00	-1.106409e+00	-1.102291e+00	-1.103858e+00	-1.111119e+00	
-1.177486e+00	-1.167170e+00	-1.162874e+00	-1.164577e+00	-1.172287e+00	
-1.238612e+00	-1.227814e+00	-1.223350e+00	-1.225196e+00	-1.233362e+00	
-1.299606e+00	-1.288336e+00	-1.283712e+00	-1.285710e+00	-1.294339e+00	
